"","Source","SSP","RCP","GCM","Year2","cCotton.sum","cCorn.sum","cRice.sum","cSoybean.sum","cSugar.sum","cWheat.sum"
"177","harmonized","ssp1","rcp45","noresm",2085,-388700.923037082,-21962611.5834082,-11939436.9914286,-2128451.04910142,-35158.3934002442,-4586651.00181477
"178","harmonized","ssp1","rcp45","noresm",2090,-388798.095358873,-22476181.4287588,-12130040.6636525,-2247357.35608052,-32545.3755073486,-4586803.37581829
"179","harmonized","ssp1","rcp45","noresm",2095,-380892.377314335,-23085332.5204061,-12029807.4235452,-2304267.87274777,-30847.155960824,-4539353.59737623
"180","harmonized","ssp1","rcp45","noresm",2100,-379745.172880987,-23542975.2415369,-12015267.3440321,-2377033.1923122,-29080.572463359,-4547341.11925551
"181","harmonized","ssp1","rcp60","gfdl",2015,-148703.345251107,-9945524.61044566,-7649605.8422514,-817521.288326242,-219213.844873426,-4369935.58115664
"182","harmonized","ssp1","rcp60","gfdl",2020,-173666.669047647,-11838358.6227899,-8359345.52585379,-1005843.61334552,-164604.540859647,-4508134.4079595
"183","harmonized","ssp1","rcp60","gfdl",2025,-216133.807901804,-12682976.2985997,-8851700.70590266,-1122585.00585709,-107847.902477569,-4330759.76484268
"184","harmonized","ssp1","rcp60","gfdl",2030,-230376.638329606,-13671747.5229949,-9242245.35617885,-1247944.74655139,-112175.470283032,-4114840.89824745
"185","harmonized","ssp1","rcp60","gfdl",2035,-259377.498952654,-14476928.9776813,-9542134.71271845,-1317715.82475717,-103483.206832133,-4084566.95876901
"186","harmonized","ssp1","rcp60","gfdl",2040,-277482.943660524,-15607548.0721705,-9585303.76055813,-1408022.74255434,-91021.7119044378,-4170936.71028282
"187","harmonized","ssp1","rcp60","gfdl",2045,-290235.469114879,-16077241.7645503,-9525521.13134228,-1420711.46618087,-82907.5877671553,-4107207.65199552
"188","harmonized","ssp1","rcp60","gfdl",2050,-291664.605734121,-16326663.6668309,-9487859.40211724,-1422118.47137307,-66602.6782331038,-4014313.81053638
"189","harmonized","ssp1","rcp60","gfdl",2055,-308364.24390067,-17072015.3694267,-9555327.82335967,-1471625.19320974,-63784.3149014694,-4121047.28618325
"190","harmonized","ssp1","rcp60","gfdl",2060,-329051.37025851,-17903774.2356464,-9943005.37806009,-1523285.99227485,-62614.4328488538,-4199279.70078522
"191","harmonized","ssp1","rcp60","gfdl",2065,-344047.364063785,-18465433.0133532,-9943921.19125277,-1583704.16511903,-61069.2625927409,-4251904.77906588
"192","harmonized","ssp1","rcp60","gfdl",2070,-358544.575728098,-18996478.6675185,-10107761.2701191,-1644266.03118461,-59379.4522593658,-4237184.34179591
"193","harmonized","ssp1","rcp60","gfdl",2075,-358536.446165749,-20069105.9228627,-9968014.83423839,-1694305.30563108,-57958.9816038594,-4242515.9611283
"194","harmonized","ssp1","rcp60","gfdl",2080,-369060.867436594,-20577720.8861301,-9985736.98641358,-1759223.40972658,-54889.0668523268,-4272412.1139961
"195","harmonized","ssp1","rcp60","gfdl",2085,-360985.079715642,-21067105.420828,-9769647.33456754,-1689431.03713119,-50664.4857605844,-4256491.65500426
"196","harmonized","ssp1","rcp60","gfdl",2090,-355026.845994047,-21605698.7133025,-9721373.89254941,-1736799.91411853,-46771.3694885591,-4235521.13471699
"197","harmonized","ssp1","rcp60","gfdl",2095,-341488.660815816,-22634951.1000972,-9500204.89005173,-1707106.84578029,-43648.3976674811,-4169458.7010817
"198","harmonized","ssp1","rcp60","gfdl",2100,-331880.994479418,-23471875.3832074,-9323313.29472858,-1747874.4332502,-38113.7689769991,-4183612.30364016
"199","harmonized","ssp1","rcp60","hadgem",2015,-140386.841221256,-9920830.48032897,-7612696.46465568,-768219.217503384,-332666.163251588,-4487748.75204592
"200","harmonized","ssp1","rcp60","hadgem",2020,-172779.851461536,-11741173.381279,-8358641.16869122,-944957.189897045,-274780.515288877,-4841621.74448552
"201","harmonized","ssp1","rcp60","hadgem",2025,-192896.284045435,-12405539.0718396,-8799772.0857876,-1111203.33604979,-176138.753136246,-4756084.88536607
"202","harmonized","ssp1","rcp60","hadgem",2030,-214634.532564841,-12773699.3042388,-9144653.44020413,-1231694.48107806,-141527.63959354,-4527015.79733369
"203","harmonized","ssp1","rcp60","hadgem",2035,-234189.251971615,-13622018.9953131,-9514554.16583022,-1285813.40308539,-104019.639399812,-4639740.35986137
"204","harmonized","ssp1","rcp60","hadgem",2040,-249663.430858148,-14502056.0949135,-9699179.75042205,-1359007.06113825,-91966.8558974848,-4573620.20949912
"205","harmonized","ssp1","rcp60","hadgem",2045,-269307.446970881,-15532055.997305,-9804944.57065532,-1396849.83763048,-84170.2713499225,-4507591.42751441
"206","harmonized","ssp1","rcp60","hadgem",2050,-290721.008666924,-15967940.4948036,-9825712.15819628,-1395311.45749407,-79341.5424865002,-4349023.84018051
"207","harmonized","ssp1","rcp60","hadgem",2055,-301866.159457028,-16901697.3388261,-9992715.61590675,-1462723.34755553,-76194.4949961208,-4478427.5254368
"208","harmonized","ssp1","rcp60","hadgem",2060,-322055.348307926,-18091880.2730487,-10246026.5296534,-1521645.07937814,-69212.1948196912,-4605472.83368801
"209","harmonized","ssp1","rcp60","hadgem",2065,-334104.799925941,-18508523.0494052,-10439976.0155161,-1557951.06141665,-68031.2028684011,-4603880.61045819
"210","harmonized","ssp1","rcp60","hadgem",2070,-345760.948283735,-19079709.2662317,-10483509.8893083,-1680761.11239453,-65178.5312739528,-4681201.92555591
"211","harmonized","ssp1","rcp60","hadgem",2075,-359531.502081161,-20190282.9323576,-10480022.5447702,-1725667.25718895,-61458.8298486854,-4692561.86731213
"212","harmonized","ssp1","rcp60","hadgem",2080,-353302.808529461,-21027260.2550712,-10404545.0432867,-1769557.21420934,-61119.9935934653,-4685821.61677313
"213","harmonized","ssp1","rcp60","hadgem",2085,-351642.620194248,-20988577.7016526,-10380899.8946855,-1768907.56792671,-56026.5754460547,-4489836.7343634
"214","harmonized","ssp1","rcp60","hadgem",2090,-346987.716767093,-21561041.6882638,-10328190.2226734,-1746948.21126881,-52688.0211742297,-4427357.12168826
"215","harmonized","ssp1","rcp60","hadgem",2095,-344988.97755325,-22431273.7434147,-10229724.9246803,-1815745.95427609,-49877.1462184916,-4423825.33417362
"216","harmonized","ssp1","rcp60","hadgem",2100,-341342.109064499,-22547062.9833378,-10132736.6416703,-1940450.90252083,-45151.3386158734,-4381734.95025303
"217","harmonized","ssp1","rcp60","ipsl",2015,-145643.871714332,-10582472.8296575,-7641408.32968401,-767083.170744806,-281193.139864625,-4089222.873407
"218","harmonized","ssp1","rcp60","ipsl",2020,-190409.825303045,-12278428.4084942,-8318744.11112392,-986763.964520821,-254689.82879038,-4570813.53749889
"219","harmonized","ssp1","rcp60","ipsl",2025,-216871.117733716,-13304449.2775216,-8783910.70586025,-1096433.4956638,-203073.129265354,-4483838.08394915
"220","harmonized","ssp1","rcp60","ipsl",2030,-233099.25611359,-14302123.1000609,-9050999.7380795,-1212724.54621951,-153404.86456662,-4331786.15038872
"221","harmonized","ssp1","rcp60","ipsl",2035,-263172.090516059,-15122629.3414084,-9513132.10746608,-1269858.78552094,-109469.253588978,-4391664.06168589
"222","harmonized","ssp1","rcp60","ipsl",2040,-303489.536190261,-16097174.6001517,-9812828.31846207,-1374379.78740456,-91578.906665995,-4455064.31795731
"223","harmonized","ssp1","rcp60","ipsl",2045,-319963.218353988,-16720621.4088753,-9888301.95209935,-1426366.96997998,-81977.0117733099,-4385992.8646787
"224","harmonized","ssp1","rcp60","ipsl",2050,-320185.058384223,-17170553.3302318,-9865196.901985,-1408232.49283008,-78710.6157105966,-4386000.95646498
"225","harmonized","ssp1","rcp60","ipsl",2055,-328716.170952789,-17899593.525655,-9978696.71879067,-1466612.67527582,-76169.7153665098,-4565406.27942244
"226","harmonized","ssp1","rcp60","ipsl",2060,-335580.201569274,-18667992.0075276,-10172289.7090223,-1531584.87403189,-76774.2859011567,-4557359.03065519
"227","harmonized","ssp1","rcp60","ipsl",2065,-346538.004158329,-19285374.8719625,-10403095.7859043,-1606164.79214299,-76894.8118977127,-4630798.0492764
"228","harmonized","ssp1","rcp60","ipsl",2070,-345673.630632814,-19727358.4369976,-10516746.4682479,-1686985.86280814,-74599.0769050093,-4621974.35416335
"229","harmonized","ssp1","rcp60","ipsl",2075,-336169.752427131,-20103730.0551717,-10562720.0797689,-1699790.46416268,-71513.0048363793,-4550994.43958
"230","harmonized","ssp1","rcp60","ipsl",2080,-338842.207706779,-20731700.6858151,-10802332.6161634,-1702585.72076845,-64134.2077009409,-4565438.88230826
"231","harmonized","ssp1","rcp60","ipsl",2085,-338890.686266822,-21607464.9670347,-10731969.4075279,-1722951.50238994,-58380.4662388226,-4447594.57056467
"232","harmonized","ssp1","rcp60","ipsl",2090,-346839.346211029,-22076743.5986229,-10881116.5098421,-1739247.76917699,-54955.3255011696,-4425052.53220917
"233","harmonized","ssp1","rcp60","ipsl",2095,-339982.042568769,-22716443.8890971,-10680456.6068986,-1768678.16148976,-52221.0839493462,-4388653.34946272
"234","harmonized","ssp1","rcp60","ipsl",2100,-340391.197919546,-23486859.0125783,-10571220.1251439,-1766187.2596658,-47708.5634248753,-4342675.43445347
"235","harmonized","ssp1","rcp60","miroc",2015,-135360.877784387,-9683500.39061397,-7537691.93252389,-824232.269727048,-190537.719534098,-4246314.86332532
"236","harmonized","ssp1","rcp60","miroc",2020,-176783.002261743,-11619062.6738148,-8314630.27545793,-984081.950374071,-170426.449986307,-4465807.89231642
"237","harmonized","ssp1","rcp60","miroc",2025,-203670.638701935,-12748846.5133139,-8757393.61282349,-1113579.66394274,-160196.225579919,-4259926.4712642
"238","harmonized","ssp1","rcp60","miroc",2030,-225820.025904596,-13772627.4591724,-9427683.02412548,-1210196.35115105,-182003.144744389,-4061639.6999837
"239","harmonized","ssp1","rcp60","miroc",2035,-261111.093212401,-14699376.7747432,-9373308.93026298,-1293835.30916057,-167405.559556817,-4062515.50227825
"240","harmonized","ssp1","rcp60","miroc",2040,-276703.240307462,-15779816.2162142,-9522317.01590433,-1394272.14879046,-129660.083537174,-4066212.47831366
"241","harmonized","ssp1","rcp60","miroc",2045,-277104.771695498,-16859534.4782702,-9629171.37818448,-1408700.747491,-104677.905352661,-4107226.60045442
"242","harmonized","ssp1","rcp60","miroc",2050,-283552.428774298,-17394146.7741472,-9647160.9205367,-1445421.92441558,-88906.9066924254,-4051657.64079585
"243","harmonized","ssp1","rcp60","miroc",2055,-285975.34252692,-18561375.0025547,-9670072.82414368,-1472021.56642169,-79889.6929155246,-4208973.24091673
"244","harmonized","ssp1","rcp60","miroc",2060,-293628.405821687,-19751741.3872115,-9746163.77640851,-1493068.87991301,-74201.3406426738,-4254173.04573902
"245","harmonized","ssp1","rcp60","miroc",2065,-302652.34260258,-20714258.871463,-10047624.0304316,-1538378.62947624,-65366.9252788391,-4319196.27180103
"246","harmonized","ssp1","rcp60","miroc",2070,-303032.910708555,-21417992.9235193,-10107014.4972979,-1590122.92581173,-61904.6610267322,-4390415.71125674
"247","harmonized","ssp1","rcp60","miroc",2075,-326755.027289135,-22382490.0838702,-10205565.9254375,-1609715.18719439,-59709.2952277361,-4380242.95159326
"248","harmonized","ssp1","rcp60","miroc",2080,-338002.268545533,-23215159.6293502,-10369908.3150464,-1640976.15179032,-55525.6442902736,-4309230.94403596
"249","harmonized","ssp1","rcp60","miroc",2085,-335643.614895591,-23565461.5563781,-10516189.8745224,-1641174.56051949,-49728.3965925029,-4328717.0487196
"250","harmonized","ssp1","rcp60","miroc",2090,-339900.021081858,-24272520.9317144,-10603453.4956671,-1699515.20639479,-44544.0091794083,-4341244.07687902
"251","harmonized","ssp1","rcp60","miroc",2095,-336310.909692481,-24539060.0684732,-10527566.4630229,-1745407.56951122,-42947.5354203158,-4302300.66876106
"252","harmonized","ssp1","rcp60","miroc",2100,-336133.796649046,-25212212.2942765,-10422628.648074,-1716267.99174942,-39904.7633666714,-4270018.11882445
"253","harmonized","ssp1","rcp60","noresm",2015,-134035.222261129,-9991243.76520586,-7538806.99873779,-790589.056966799,-389165.609363112,-4447407.90547022
"254","harmonized","ssp1","rcp60","noresm",2020,-158795.479948298,-11736183.5010631,-8361127.15895903,-959695.5444486,-315257.036617471,-4553488.58497472
"255","harmonized","ssp1","rcp60","noresm",2025,-182585.525805519,-12692779.9321063,-8789996.04189824,-1077632.40449986,-244058.046173053,-4484193.10908975
"256","harmonized","ssp1","rcp60","noresm",2030,-202719.585993018,-13453103.9928374,-9041483.49927263,-1166759.82996666,-196197.737401324,-4338937.61857549
"257","harmonized","ssp1","rcp60","noresm",2035,-216796.022727358,-14125577.4143853,-9380313.15138386,-1253531.44662241,-135678.631119178,-4434043.55558077
"258","harmonized","ssp1","rcp60","noresm",2040,-228116.55260807,-15159439.7878995,-9682416.81655475,-1342078.76206507,-110018.138652823,-4458081.30701409
"259","harmonized","ssp1","rcp60","noresm",2045,-227002.205082983,-15930763.3872285,-9533933.63646941,-1380429.48591404,-86303.6314623501,-4290104.16473989
"260","harmonized","ssp1","rcp60","noresm",2050,-250296.717687412,-16239919.0556215,-9472448.42430742,-1398861.80196205,-75481.29765258,-4233435.09224205
"261","harmonized","ssp1","rcp60","noresm",2055,-266264.570484175,-17103213.0227486,-9702814.34216939,-1449234.56803822,-78431.0918117051,-4340673.04832576
"262","harmonized","ssp1","rcp60","noresm",2060,-289177.543807873,-17624808.3910184,-9944830.60455817,-1504583.92234203,-77225.3583865528,-4372628.19803474
"263","harmonized","ssp1","rcp60","noresm",2065,-310776.126025638,-18218804.4043328,-9929654.2902781,-1547874.16443973,-73316.0359061009,-4364442.48637772
"264","harmonized","ssp1","rcp60","noresm",2070,-312020.093054842,-18785112.6648406,-10006075.9271192,-1597737.66847791,-67822.1562568992,-4352305.20264633
"265","harmonized","ssp1","rcp60","noresm",2075,-311488.549141236,-19379491.2800302,-10002754.3697112,-1640820.3043218,-65056.0714382405,-4384788.22664951
"266","harmonized","ssp1","rcp60","noresm",2080,-304816.771182061,-20005885.8405581,-9864927.05520755,-1665116.92008294,-62296.2546571129,-4363709.57106414
"267","harmonized","ssp1","rcp60","noresm",2085,-299662.404020297,-20507226.0169333,-9774619.68234891,-1705349.73062399,-56721.9131635386,-4279634.84082738
"268","harmonized","ssp1","rcp60","noresm",2090,-296054.696223975,-21241124.0517306,-9870763.64598199,-1752826.70341456,-52678.2413246302,-4210539.6052356
"269","harmonized","ssp1","rcp60","noresm",2095,-281849.506333435,-22033448.2637106,-9707066.2224221,-1780100.3590645,-50701.797660704,-4221168.27457335
"270","harmonized","ssp1","rcp60","noresm",2100,-275136.047320539,-22952455.3934611,-9441448.60947736,-1762097.08332969,-45933.5563128218,-4271370.7066816
"271","harmonized","ssp2","rcp26","gfdl",2015,-179348.230766404,-14810662.8294905,-8764370.57491225,-1162984.85177937,-220105.026463469,-5187025.65278777
"272","harmonized","ssp2","rcp26","gfdl",2020,-215903.283740594,-19029829.426913,-10195411.5722884,-1526943.6915648,-240575.534320076,-5782295.86531551
"273","harmonized","ssp2","rcp26","gfdl",2025,-295476.965256469,-23298718.5150161,-11530541.0272724,-1877270.97501905,-217612.015546877,-6571031.69882302
"274","harmonized","ssp2","rcp26","gfdl",2030,-374164.559700725,-27478794.337385,-12893825.1432857,-2228002.2591583,-192868.536680182,-7109815.96838282
"275","harmonized","ssp2","rcp26","gfdl",2035,-438713.774668768,-31540699.5505278,-14163223.0058462,-2564130.957485,-159383.479616175,-7847889.2112545
"276","harmonized","ssp2","rcp26","gfdl",2040,-511142.085051449,-36421485.8003684,-15329993.4397521,-2982219.16527927,-131599.816247608,-8303155.92462985
"277","harmonized","ssp2","rcp26","gfdl",2045,-603406.347354233,-40983275.6032814,-16588678.8428999,-3360901.04748831,-115894.710909072,-8978067.2974105
"278","harmonized","ssp2","rcp26","gfdl",2050,-680411.673220172,-44730934.8702743,-17386170.1893146,-3676091.82211363,-112022.767741587,-9678764.93384496
"279","harmonized","ssp2","rcp26","gfdl",2055,-774162.05569869,-49601997.9826554,-18670331.6709572,-4030194.10012776,-115527.518603385,-10289184.5879515
"280","harmonized","ssp2","rcp26","gfdl",2060,-862929.180615596,-54530196.3682345,-19639629.2490499,-4381189.60781131,-123997.275132601,-10877425.2547269
"281","harmonized","ssp2","rcp26","gfdl",2065,-964537.733178697,-60457089.562993,-20769423.2009411,-4638159.38421357,-133241.88587485,-11314258.0882014
"282","harmonized","ssp2","rcp26","gfdl",2070,-1048477.75824932,-68808629.3759728,-21714154.4078461,-4836900.348291,-145498.597202631,-11658639.6166892
"283","harmonized","ssp2","rcp26","gfdl",2075,-1131589.5014424,-73133780.9944307,-22831252.7665364,-5067031.09208488,-150379.065581451,-12161331.691678
"284","harmonized","ssp2","rcp26","gfdl",2080,-1232616.54825396,-78921307.8697976,-24429709.0202575,-5634242.71861911,-153192.647433881,-12883592.0653835
"285","harmonized","ssp2","rcp26","gfdl",2085,-1343996.44815767,-84014749.5790311,-25948590.7073769,-6135644.57364746,-146980.403026179,-13881665.938531
"286","harmonized","ssp2","rcp26","gfdl",2090,-1436232.36255356,-86765234.4726512,-27781623.8970931,-7180491.52669548,-132566.948144086,-15029075.4755039
"287","harmonized","ssp2","rcp26","gfdl",2095,-1575803.65541637,-96220196.7220396,-29802059.1518892,-7756002.0515677,-128655.207927004,-16344020.6785556
"288","harmonized","ssp2","rcp26","gfdl",2100,-1698152.14174094,-107082150.208267,-31263278.7791749,-8482285.13079182,-123476.582361343,-17434721.9936746
"289","harmonized","ssp2","rcp26","hadgem",2015,-204569.332672311,-14443425.7474928,-8537671.06677148,-1179073.98951988,-227529.987929206,-5159244.88027338
"290","harmonized","ssp2","rcp26","hadgem",2020,-257837.912268086,-18513190.2235575,-9790328.16914365,-1507463.26331202,-239585.786241125,-5994706.90258777
